Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Machine Learning Engineer,"$76K-$109K
(Glassdoor Est.)","Machine Learning Engineer

US Citizenship is required due to security clearance requirements.

Are you a motivated engineer who is passionate about embracing new challenges and solving the hardest technical problems in a team-oriented environment? Every day, the engineers at Expedition Technology work together to solve our Nations defense and intelligence challenges by using Machine Learning and Deep Learning to demystify data obtained from signals and images.

Our applied research and development mindset afford our people the opportunity to work on the most cutting-edge methods of optimizing deep learning networks, developing state-of-the-art algorithms and ultimately producing software products that are critical to our nations defense infrastructure.

The success we have already achieved has made Expedition Technology one of the top Machine Learning/Deep Learning research organizations in the Defense and Intelligence communities and we need additional intelligent, passionate, creative people to join our team.

When you join our team, youll have the opportunity to:
Dive directly into the latest computer vision and signal processing research to replicate new techniques published in academia and find ways to make those ideas work on a larger scale
Use your strong Python coding skills to research, design, develop and expand upon algorithms that will train neural networks to deliver actionable intelligence faster and more effectively
Develop deep-learning software prototypes that demonstrate potential usefulness to our customers
Analyze data from disparate sources including images, video, radar, signals and more
Brainstorm solutions to the toughest problems alongside a team of smart, creative, passionate engineers
Participate in machine learning brownbag sessions and other forms of collaborative learning to keep abreast of the constant changes in Machine and Deep Learning
Required skills:
Strong problem-solving skills combined with deep intellectual curiosity and the desire to push technical boundaries
Strong coding skills- preferably in Python, C/C++, Julia or other object-oriented language in a Linux environment
Software development skills and the desire to work on cutting edge development in a Cloud environment
Deep understanding of data structures and algorithms
Knowledge of computer vision and/or signal processing including techniques for classification and feature extraction
Excellent oral, written, presentation and communication skills
Bachelors degree in Computer Science, Computer Engineering, Electrical Engineering or related field. Advance degrees welcome
US Citizenship- Must be a US Citizen eligible to maintain a US Government security clearance
Desired skills:
Experience with deep learning frameworks like Tensorflow, PyTorch, Caffe or Keras
About Expedition Technology

At Expedition Technology, we push the boundaries of what is possible every day. Our engineers work on the most challenging problems in Computer Vision, Digital Signal Processing and Software Engineering from a Machine Learning/Deep Learning perspective and collaborate to find the answers. We are a research-focused company whose mission it is to solve our customers most pressing needs in a creative, novel manner.

Expedition Technology offers self-directed, company-paid Medical, Dental and Vision benefits and the freedom to allow you to select which benefits matter most. We offer a 401k with a generous company match, a student loan repayment program, equity shares, paid holidays, paid time off and an education reimbursement allowance. Most importantly, we offer an environment where we are encouraged to push boundaries, take risks and enjoy the rewards.

Interested in joining our team? Lets explore together.

EXP is proud to be an Equal Opportunity Employer that believes a diverse range of talent creates an environment that fuels creativity and innovation. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, disability, national origin, genetic information or protected veteran status.

Powered by JazzHR",5.0,"Expedition Technology, Inc.
5.0","Herndon, VA",-1,1 to 50 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
Clinical Data Analyst,"$49K-$89K
(Glassdoor Est.)","Overview

DRT Strategies delivers expert management consulting and information technology (IT) solutions to large federal agencies, the U.S. Navy, state and local government and commercial clients in health care, technology, and the financial services industries.

The three letters of our name, DRT, stand for Driving Resolutions Together, which is the core philosophy on which the company was founded. That is, we collaborate with our clients to solve their most pressing IT challenges - together.

We are problem solvers dedicated to your success, combining Fortune 500 experience with small business responsiveness. We have established a reputation with our clients as a forward-thinking consulting firm with demonstrated success in implementing solutions that lead to meaningful results. Our world-class consultants unite people to work collaboratively to achieve project goals and make your vision a reality.

Project Summary

This project will support the Office of New Drugs within FDAs Center for Drug Evaluation and Research (CDER). Specifically, this project will support ONDs Integrated Review for Drug Marketing Applications program by providing comprehensive safety data analyses for new drug applications (NDAs) and biologics license applications (BLAs) in collaboration with clinical reviewers.

Position Summary

The clinical data analyst position interacts with many FDA stakeholders across several Offices and Centers specifically with clinical reviewers (Medical Officers) and statistical reviewers. This role will be responsible for reviewing safety data sufficiency and integrity, conducting safety data analyses, verifying safety data submitted by the applicant, and generating high-quality scientific reports.

Responsibilities
Develop safety data analysis plans (SDAPs) with clinical reviewers in advance of initial scoping meetings. Execute SDAPs in support of marketing application review process.
Provide written reports regarding assessment of safety data sufficiency, integrity, and quality to clinical review teams.
Perform comprehensive safety data analyses and provide written reports containing standardized safety tables and figures to clinical review teams.
Conduct in-depth safety analyses for specific safety signals as requested by clinical review teams.
Verify safety data submitted by the applicant in the proposed drug label, clinical study report, and integrated summary of safety.
Lead meetings with clinical reviewers and statistical reviewers to present results from data quality assessments and standard safety data analyses.
Collaborate with CDER OND staff to optimize team processes and deliverables.
Work with FDA stakeholders to review background packages and mock safety datasets to assess appropriateness of controlled terminology and safety dataset structure.
Manage, organize, and update SharePoint sites.
Assist in overall project support, as needed.
Required Experience
Masters (with 5+ years of relevant experience), PharmD or PhD (with 2+ years of relevant experience) in the STEM disciplines: bioinformatics, biology, biostatistics, computer science, epidemiology, health informatics, or pharmaceutical science.
Technical proficiency in programming languages, Python and R.
Strong analytical and statistical skills to assess safety data.
Excellent organizational, time management, verbal and written communication skills.
Ability to independently manage a variety of projects with frequent interruptions and shifting priorities.
Ability to organize a continuous flow of work in a timely manner and meet mandatory deadlines.
Computer skills: MS Office Suite (particularly PowerPoint, Word, Excel), Adobe Acrobat.
Ability to work independently within a multidisciplinary team.
Preferred qualifications
Preferred Experience
Experience and/or knowledge of analytical software including JReview, JMP, JMP Clinical, etc.
Familiarity with FDA regulatory process.
Experience in clinical trials, especially statistical hypothesis testing methods.
Managerial experience- leading and mentoring a team.
Education and Training
Masters (with 5+ years of relevant experience), PharmD or PhD (with 2+ years of relevant experience) in the STEM disciplines: bioinformatics, biology, biostatistics, computer science, epidemiology, health informatics, or pharmaceutical science
Advanced degree or relevant certifications
Presently, due to the COVID-19 pandemic, DRT employees are teleworking from home and leveraging video conferencing along with other virtual productivity tools. During normal circumstances, the requirement of this position is to be onsite, however, DRT has not yet determined when employees will be required to return to their workspaces. Please be aware that at the time a date is determined, the requirement of this position will be to report to the worksite.

DRT Strategies, Inc. (DRT) celebrates diversity and is proud to provide Equal Employment Opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, genetics, disability, or protected veteran status. In addition to federal law requirements, DRT complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.

Powered by JazzHR",4.4,"DRT Strategies, Inc.
4.4","Silver Spring, MD",-1,201 to 500 Employees,2004,Company - Private,Federal Agencies,Government,$50 to $100 million (USD),-1
Computer Vision Data Scientist,-1,"Enlitic is on the verge of transforming patient care by bridging human and artificial intelligence to identify medical issues earlier and more accurately. We were founded in San Francisco in 2014 and our team has since expanded to New York, Vancouver, Canada, and Melbourne, Australia.

We believe that our ground-breaking work will help save time, money, and most importantly, lives - a belief shared by our investors who have fueled our work with $55 million to date. We have also garnered the attention of CNN, The Wall Street Journal, The New York Times, Inc. and Fortune among other global media outlets, and we were named one of the smartest AI companies by MIT Tech Review.

At Enlitic, our Deep Learning Research Engineers are both Researchers and Engineers. We’re a highly collaborative and as part of our growing team, you will play a key role in building and developing our tools from the ground up.
The exciting things you will get to do:
Your primary mission is to put deep learning algorithms into practice, while growing your own expertise in deep learning
Run experiments to test hypotheses with the team members including MDs, Researchers and Engineers
You will get to participate in writing and crafting research publications and share-out in reading groups
Attend, and sometimes speak or present at, some of the best medical and tech conferences in the world
You will have independent responsibility for one or two modeling projects
Participate in a feedback loop to figure out the ways we can use deep learning to maximize the impact on patient care
The experience and qualifications we hope you bring to the position:
Bachelor's Degree in related field - Masters, PhD, or MD highly preferred
Math background (calculus, linear algebra, statistics)
Prior deep learning experience is required
Must have experience in computer vision
Project experience, either from industry or research (not course project, but paper making project)
You have strong coding skills, and can work in languages ranging from Python to C++ in a team development environment
You are familiar with scientific computing and systems and have quick model prototyping experience in TensorFlow (preferred)/PyTorch/Theano with GPUs
Travel up to 50%.
Major Bonus: Medical imaging background, clinical or healthcare experience, publications (ICML, NeurIPS, ICLR, CVPR, ICCV, MICCAI, MIDL), a developed Github to share, awards in healthcare related competitions
We celebrate diversity at our company and are proud to be an equal opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, gender identity, or disability status. We understand that to hire the best talent, we need to search the globe. We encourage our employees to be themselves and require tolerance and acceptance among our diverse talent.",4.8,"Enlitic
4.8","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Aviation FOQA Data Scientist,"$72K-$123K
(Glassdoor Est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

The Aviation Safety & Analysis department has an immediate opening for an Aviation Data Scientist to be part of a dynamic team of professionals working to improve the safety of the United States (US) National Airspace System (NAS) working closely with both US and International Airlines. We are looking to expand our team with someone with demonstrated technical experience involving analysis of digital flight data for aviation safety plus excellent written and verbal communication skills.

The candidate will be responsible for:
Conducting analyses of multiple integrated databases of Flight Operational Quality Assurance (FOQA) data and other aviation and weather data to identify potential factors that may lead to aviation accidents or incidents.
Leveraging the General Electric Aviation Digital (GEAD) FOQA API to access data, develop tools, and communicate data quality issues
Conducting daily work flow and monitoring processes for the FOQA program.
Identifying anomalous characteristics of aviation safety risks and creating monitoring tools to assess trends.
Developing and applying analytical models to aviation data to identify trends and assess known risks.
Developing techniques that make use of both digital flight data, text-based safety reporting, and a variety of other aviation data sets both in a silo and in a fused environment to identify potential safety vulnerabilities.
Basic Qualifications:
Bachelor’s Degree in Computer Science, Mathematics, Statistics, Physics, Electrical Engineering, Computer Engineering or related fields
3 or more years related job experience
Previous experience with the General Electric (GE) Aviation Digital EMS software platform, specifically using the API interface for data access and analysis
Experience working with data mining tools such as Tableau, Business Objects, Access, etc.
Experience performing data analysis and building various related reports
Proven ability to work independently to learn new technologies, techniques, and processes
Strong analytic, inferencing, critical thinking, and creative problem-solving skills
Self-starter with ability to work both independently and with a team
Strong communication skills and ability to explain technical concepts to non-technical and senior decision-makers
Preferred Qualifications:
Software programming knowledge/experience (e.g. Python, Java, C++, R)
Master's degree in related field
Knowledge of aeronautical theory and aviation operations as applied to commercial aircraft
Private pilot license or higher
Experience with a commercial aviation carrier
Experience visualizing multi-dimensional data using tools (e.g. Tableau, D3).
Knowledge of data processing capabilities (e.g. Hadoop, Pig, Spark, SQL)
Prior experience working with databases (e.g. Oracle, MySQL, Microsoft SQL Server)
MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.2,"MITRE
3.2","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
SoC Performance Modeling Engineer,"$82K-$129K
(Glassdoor Est.)","JOB TITLE: SoC Performance Modeling Engineer

REQ ID#: DSA32800

OVERVIEW & IMPACT

The Technology Enabling and Development (TED) Lab is part of Samsung’s Memory Business Unit, the industry's technology and volume leader in DRAM, NAND Flash, and SRAM memory. TED has the charter to develop SSD for enterprise customers. More recently, TED has also been tasked to develop SSD controller architecture to support future enterprise SSD designs. We are an integral part of Samsung’s strong R&D focus & lab innovation engine. We work closely with development teams across geographically distributed sites to bring innovation to enterprise SSD product road maps.

The candidate will be a key technical member of TED Controller Architecture Team. He or she will join a team of experts in researching and developing innovative data center/cloud networking, storage, and compute ASIC/FPGA and system solutions. The successful candidate will be responsible for developing, enhancing, and correlating architecture models for SSD controllers, and will work for the performance modeling of Samsung’s SSD Controller SoCs. The primary focus will be on performance modeling of SOC design for architecture exploration. It includes the multiple levels of modeling from behavioral to cycle-accurate level, for each objectives. Ideal candidates should have strong on architecture modeling and development skills, expertise in Host interface (e.g, PCIe/NVMe/Gen-Z/CXL), CPUs, DRAM, Flash components controllers, cache controllers and interconnect.

We are seeking an SoC Performance Modeling Engineer with a passion to develop and document new and innovative ideas with the ability to demonstrate their value and impact.

JOB RESPONSIBILITIES
Performance modeling of SoC for architecture exploration.
Analysis and profiling tools development
Performance database framework development.
REQUIRED SKILLS
MS, PhD candidate in EE/CS/CE
Experience of performance modeling for full system data flow
Prior knowledge of SystemC and TLM2
Excellent scripting and automation of workflows, in C/C++ and/or Python.
Familiarity with ASIC, computer and embedded system architecture
Excellent written and verbal communication, excellent organization skills, and highly self-motivated.
Strong working knowledge of modeling tools and techniques.
Ability to summarize performance data and communicate issues effectively
PREFERED SKILLS
Experience of storage related project with NVMe, PCIe, and NAND control.
Experience of modeling EDA tools, like Platform Architect, Cycle Model Studio, Matlab/Simulink.
Advanced methodology like systemVerilog-OVM or systemVerilog-UVM
Statistical analysis
Scripting (esp Python / R)
Visualization (e.g. matplotlib, seaborn, etc.)
**************************************************************************************Samsung Semiconductor Inc. (SSI), an equal opportunity employer, is a world leader in Memory, System LSI, and LCD technologies. Headquartered in San Jose, California, SSI is a wholly-owned U.S. subsidiary of Samsung Electronics Co., Ltd.- the second largest semiconductor manufacturer in the world and the industry's volume and technology leader in DRAM, NAND Flash, SSDs, mobile DRAM and graphics memory. It is one of the largest providers of system logic, imaging and LED lighting solutions, as well as providing advanced process design and manufacturing for fabless companies. Samsung Semiconductor, Inc. also has a research and innovation center with numerous labs providing product design and research in: logic, memory, image sensors, displays and mobile technologies. In addition, the company supports Samsung Display Company, the largest producer of LCD and OLED displays.
*************************************************************************************

A day in the life Samsung Video: http://bit.ly/1saHOGu

Click here to visit our Samsung Semiconductor Career Page",3.5,"Samsung Semiconductor, Inc.
3.5","San Jose, CA",-1,1001 to 5000 Employees,1983,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Engineer,"$76K-$130K
(Glassdoor Est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking multiple Data Engineers to support a new requirement in/around Springfield, VA. The selected candidates may be required to deploy forward up to 10% of the time into operational areas or other remote sites.

Responsibilities include:
Responsible for extracting, loading, and transforming a variety of data types, formats, and sources in order to cultivate accessible relational, document store, and graph databases.
Develops logical and physical data models, database creation, data optimization, and implementation.
Work side-by-side data scientist to make use of the collected data.
Deploy sophisticated analytics programs, machine learning, and statistical models.
Document all work in a code base, and other Install, Operations, and Maintenance artifacts per government direction
Basic Qualifications:
Requires in-depth knowledge of distributed systems, computer science, programming, and mathematics. Works with warehouses across multiple databases; responsible for developing table schemas.
Ability to manage and organize data while identifying trends and inconsistencies that will impact government missions.
Experience preparing data for predictive and prescriptive modeling; uses data to discover tasks that can be automated; delivers updates to stakeholders based on analytics.
Experience/certifications in Mongo DB, Python, Cypher Query Language, R, Apache Spark / Hadoop, Linux, ETL, data warehouse, data modeling, and MS Azure, and Amazon Web Services.
Experience adhering to Information Technology processes, polices, and procedures for entering changes and new products into the production environment.
Experience in cloud, containerization, indexing, scaling databases, and graph analysis to build in automation, efficiency, and implementation of security controls.
Desired Skills:
Prior experience supporting US Special Forces
Prior deployment to OCONUS locations
AWS and/or Azure certifications
Security Clearance:
Active TS/SCI security clearance required.
Willing to undergo polygraph examination
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.

For more details, or to submit a referral: bit.ly/NovettaReferrals

Novetta is an equal opportunity/affirmative action employer.

All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Springfield, VA",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Machine Learning Engineer,"$103K-$175K
(Glassdoor Est.)","About Dstillery

Dstillery is an applied data science company with a mission to set the standard of excellence for the data-driven advertising industry. We want to help our clients become smarter. We’re a group of relentlessly curious data scientists, engineers, and marketing and advertising professionals solving companies’ toughest problems in the face of constant technological change. Our technology & data science empowers brands and their agencies to maximize the value of their customer data and transform the way they connect with audiences.

The Team

We are looking for a candidate with a software engineering background to join our Data Science Department as a Machine Learning Engineer. You will work on a cross-functional team responsible for developing and deploying production machine learning solutions. You will have the opportunity to work alongside Machine Learning Engineers, Researchers and Analysts within our Data Science team who together create solutions that generate revenue for Dstillery.

The Machine Learning Engineering team often tackles greenfield projects and we’re about to start transitioning our entire technology stack onto Google Cloud Platform, making it an exciting time to join and help shape our future platform.

We believe diverse voices and backgrounds lead to richer perspectives and more innovative products. We strive to be a welcoming, safe and inclusive place to work that takes work life balance seriously and gives you the flexibility and support to be happy and productive. We value a diversity of professional backgrounds, and our colleagues come from various settings such as academia, fintech, adtech, big tech companies, startups, etc.

As a Machine Learning Engineer on our Data Science team here is what you'll learn and do
Explore, build and deploy machine learning pipelines at scale.
Write production code and data pipelines and conduct code reviews.
Promote and exemplify best practices of data science, engineering, and communication throughout the organization.
You'll have
A bachelor's degree in a quantitative field (CS, EE, Statistics, Physics, Math, etc.)
2+ years of industry software engineering experience using Python or Java.
Passionate about software development, finding elegant solutions to problems and learning more about machine learning.
Technologies we use


Dstillery anticipates all candidates will need some sort of on-the-job training and a willingness to learn through collaboration is key. We understand that you may not already be an expert in the various technologies we use, but you should be ready to learn and work with:
Python (our preferred language for ML) and Java.
Google Cloud Platform
Machine learning frameworks such as scikit-learn and TensorFlow
Kubernetes, Kafka, Beam, Hive and Spark
Location
Position can be based at our New York office or remotely located
Dstillery is an Equal Opportunity Workplace",4.0,"Dstillery
4.0","New York, NY",-1,51 to 200 Employees,2008,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1
Data Analytics Engineer,-1,"Our Data Analytics Engineer will engineer elegant and performant analytic code, predominantly in Scala (and Spark), Python and/or R. You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new capabilities and workflows to solve real- world client problems.

Your work will include notebook-style ad hoc analytic development (similar to tools such as Beaker, Julia, Zeppelin) within the QOMPLX:OS SaaS platform as well as true server-side analytic development. Projects may include near real-time and batch-oriented data processing for analytics and simulation modeling. As an internal user of the QOMPLX platform, your experience will inform the development of the QOMPLX product suite to improve capability, usability and performance.

Our ideal candidate will have a strong work ethic, fantastic attitude and be comfortable tackling any challenge set before him or her. We provide significant flexibility and autonomy to team members, have high expectations and expect everyone to contribute meaningfully to our broader collective goals.

Responsibilities
Engineer data pipelines that handle collection, parsing, cleansing and enrichment of terabytes/petabytes of data to meet the clients analytics needs
Developing state-of-the-art analytics ranging from ad hoc analysis to production-grade pipelines and workflows
Providing mathematical algorithms and implementations to serve the needs of data analysis workflows in QOMPLXs modular SaaS platform
Build model management frameworks for data analytics that include both statistical and machine learning models
Understanding customer business challenges and sourcing the most appropriate data sets, algorithms, and architectures (using QOMPLX OS) to solve them quickly and cost-effectively
Own the end to end model development lifecycle and establish and adhere to best practices
Working collaboratively to ensure consistent and performant approaches for analytical code that is integrated with our commercial offerings
Interacting directly with Product, Business Analysts and Customer Success teams to support live customer deployments
Qualifications
Reside in the greater Washington D.C. area or able to relocate
Bachelor's Degree or 8 years of relevant work experience
2+ years of data analytics experience that includes data engineering & analytics
Proven expertise in Machine learning algorithms, libraries & technologies including Neural Networks
Expert knowledge of Scala and/or Python
Expert knowledge of SQL and NoSQL technologies
Experience with agile development within commercial projects or elite non-commercial research
Adept at learning and applying new technologies and solving new problems
Hands on expertise in data analytic technologies such as Apache Spark, Apache Flink, MLOps Pipelines and notebooks like Polynote/Jupyter
Experience blending analytic and simulation modeling approaches to problem solving
Effective organizational skills with strong attention to detail
Strong communication skills - both written and verbal
Desirable
Experience with graph databases and cyber security
Advanced mathematical modeling skills
About QOMPLX

QOMPLX applies artificial intelligence to solve complex, real-world problems at scale. Our Human+AI operating system, QOMPLX:OS, blends capabilities ranging from data handling, analytics, and reporting to advanced algorithms, simulations, and machine learning, enabling decisions that are just-in-time, just-in-place, and just-in-context. If this type of environment sounds exciting reach out to us directly via application at https://www.QOMPLX .com/careers with a resume and cover letter.

QOMPLX offers a competitive salary, a full range of benefits, including 401(k) and medical, dental & vision coverage, flexible Personal Time Off (PTO) plan and 10+ paid holiday days per year",3.4,"QOMPLX
3.4","Tysons Corner, VA",-1,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
Senior Data Scientist,"$112K-$182K
(Glassdoor Est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Senior Data Scientist to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well).

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to image and video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python (2+ years).
Experience with machine learning or statistics (2+ years).
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in machine learning specific to natural language processing, computer vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Active TS/SCI with polygraph required.
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Herndon, VA",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Senior Data Scientist,"$72K-$122K
(Glassdoor Est.)","Are you a talented and passionate engineer? Do you love solving problems and making ideas come to life? Are you a lifelong learner who thrives in dynamic environments and enjoys the challenge of learning new technologies and techniques? Are you a team player and enjoy collaboration, but you are also self-directed and enjoy the autonomy to be able to manage your own schedule and workload? Do you appreciate the importance of good communication and know that teamwork takes practice, effort and a good attitude? If so, we want to speak with you.

The Senior Data Scientist is responsible for collaborating with the team to design and implement systems that focus on forecasting, allocating, delivering, and reporting of advertising on the internet, TV, and connected devices. The successful candidate will utilize advanced mathematical, optimization, machine-learning, software engineering, and programming skills to solve challenging problems.

Responsibilities
Develop innovative forecasts, models, algorithms, and solutions and build prototypes and production implementations
Dig deep into high volumes of data, engineer features for improved forecast performance
Work cross-functionally to gather feedback and requirements from end users
Be a key contributor to product innovation and company strategy
Communicate technical information clearly to both technical and non-technical people
Required Qualifications
Degree in Operations Research, Computer Science, Mathematics, Statistics, Industrial Engineering, Mechanical Engineering, Physics, or related field; MS/PhD preferred
3+ years of relevant experience
Strong analytical, statistical, and math abilities; Exceptional problem-solving skills
Excellent communication skills
Extreme attention to detail
Ability to work as part of a team in a fast-paced environment
#LI-KR1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.8,"Amobee
3.8","Baltimore, MD",-1,501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
